blknum,value
794624,{2020-06-20 18:38:16.874+00 .. 2020-06-20 18:38:58.883+00}
794752,{2020-06-20 18:38:43.394+00 .. 2020-06-20 18:39:26.831+00}
794880,{2020-06-20 18:39:10.323+00 .. 2020-06-20 18:39:55.916+00}
795008,{2020-06-20 18:39:42.537+00 .. 2020-06-20 18:40:27.604+00}
795136,{2020-06-20 18:40:11.07+00 .. 2020-06-20 18:40:57.994+00}
795264,{2020-06-20 18:40:43.837+00 .. 2020-06-20 18:41:24.179+00}
795392,{2020-06-20 18:41:09.927+00 .. 2020-06-20 18:41:55.623+00}
795520,{2020-06-20 18:41:40.845+00 .. 2020-06-20 18:42:22.317+00}
795648,{2020-06-20 18:42:08.184+00 .. 2020-06-20 18:42:52.978+00}
795776,{2020-06-20 18:42:37.979+00 .. 2020-06-20 18:43:18.904+00}
795904,{2020-06-20 18:43:05.701+00 .. 2020-06-20 18:43:50.926+00}
796032,{2020-06-20 18:43:35.947+00 .. 2020-06-20 18:44:19.074+00}
796160,{2020-06-20 18:44:04.593+00 .. 2020-06-20 18:44:53.085+00}
796288,{2020-06-20 18:44:36.609+00 .. 2020-06-23 02:39:05.049+00}
796416,{2020-06-20 18:45:07.45+00 .. 2020-06-20 18:45:53.972+00}
796544,{2020-06-20 18:45:34.923+00 .. 2020-06-23 02:53:53.47+00}
796672,{2020-06-20 18:46:02.262+00 .. 2020-06-20 18:46:52.743+00}
796800,{2020-06-20 18:46:35.914+00 .. 2020-06-23 03:10:03.967+00}
796928,{2020-06-20 18:47:18.536+00 .. 2020-06-20 18:48:41.391+00}
797056,{2020-06-20 18:48:23.211+00 .. 2020-06-20 18:49:16.35+00}
797184,{2020-06-20 18:49:03.507+00 .. 2020-06-20 18:49:44.89+00}
797312,{2020-06-20 18:49:29.935+00 .. 2020-06-20 18:50:11.2+00}
797440,{2020-06-20 18:49:56.927+00 .. 2020-06-20 18:50:41.977+00}
797568,{2020-06-20 18:50:24.935+00 .. 2020-06-20 18:51:07.558+00}
797696,{2020-06-20 18:50:52.472+00 .. 2020-06-20 18:55:28.565+00}
797824,{2020-06-20 18:51:38.728+00 .. 2020-06-23 03:36:54.973+00}
797952,{2020-06-20 19:31:15.807+00 .. 2020-06-20 20:34:18.769+00}
798080,{2020-06-20 20:17:16.047+00 .. 2020-06-20 21:05:07.197+00}
798208,{2020-06-20 20:51:32.003+00 .. 2020-06-23 03:36:59.229+00}
798336,{2020-06-20 21:09:39.966+00 .. 2020-06-20 21:10:48.2+00}
798464,{2020-06-20 21:10:26.695+00 .. 2020-06-20 21:11:24.99+00}
798592,{2020-06-20 21:11:05.531+00 .. 2020-06-20 21:12:25.367+00}
798720,{2020-06-20 21:11:51.689+00 .. 2020-06-23 03:37:10.914+00}
798848,{2020-06-20 21:18:06.663+00 .. 2020-06-23 04:00:05.846+00}
798976,{2020-06-20 21:44:14.807+00 .. 2020-06-23 08:23:43.014+00}
799104,{2020-06-20 21:51:44.52+00 .. 2020-06-23 08:50:03.539+00}
799232,{2020-06-20 21:53:07.352+00 .. 2020-06-20 21:54:51.422+00}
799360,{2020-06-20 21:54:17.691+00 .. 2020-06-20 21:55:51.328+00}
799488,{2020-06-20 21:55:22.77+00 .. 2020-06-20 21:56:53.38+00}
799616,{2020-06-20 21:56:29.324+00 .. 2020-06-20 21:57:48.307+00}
799744,{2020-06-20 21:57:13.822+00 .. 2020-06-20 21:59:01.321+00}
799872,{2020-06-20 21:58:25.923+00 .. 2020-06-20 21:59:45.866+00}
800000,{2020-06-20 21:59:14.955+00 .. 2020-06-20 22:00:37.86+00}
800128,{2020-06-20 22:00:10.61+00 .. 2020-06-20 22:01:37.61+00}
800256,{2020-06-20 22:01:10.358+00 .. 2020-06-23 10:00:03.63+00}
800384,{2020-06-20 22:02:02.141+00 .. 2020-06-20 22:03:20.248+00}
800512,{2020-06-20 22:03:01.892+00 .. 2020-06-20 22:04:42.765+00}
800640,{2020-06-20 22:03:52.489+00 .. 2020-06-20 22:05:24.068+00}
800768,{2020-06-20 22:04:59.894+00 .. 2020-06-20 22:06:27.437+00}
800896,{2020-06-20 22:05:53.807+00 .. 2020-06-20 22:07:35.104+00}
801024,{2020-06-20 22:07:02.962+00 .. 2020-06-20 22:08:38.896+00}
801152,{2020-06-20 22:08:06.709+00 .. 2020-06-20 22:09:53.894+00}
801280,{2020-06-20 22:09:05.355+00 .. 2020-06-20 22:10:35.976+00}
801408,{2020-06-20 22:10:13.834+00 .. 2020-06-20 22:11:51.23+00}
801536,{2020-06-20 22:11:26.732+00 .. 2020-06-20 22:13:20.546+00}
801664,{2020-06-20 22:12:36.432+00 .. 2020-06-20 22:15:20.191+00}
801792,{2020-06-20 22:13:37+00 .. 2020-06-20 22:16:25.438+00}
801920,{2020-06-20 22:15:34.039+00 .. 2020-06-20 23:21:24.245+00}
802048,{2020-06-20 22:17:14.648+00 .. 2020-06-20 22:19:19.98+00}
802176,{2020-06-20 22:18:54.321+00 .. 2020-06-20 22:20:40.302+00}
802304,{2020-06-20 22:20:14.914+00 .. 2020-06-21 07:20:17.678+00}
802432,{2020-06-20 22:20:51.518+00 .. 2020-06-21 08:05:57.109+00}
802560,{2020-06-20 22:22:23.156+00 .. 2020-06-20 22:24:13.707+00}
802688,{2020-06-20 22:23:31.007+00 .. 2020-06-20 22:33:51.576+00}
802816,{2020-06-20 22:24:57.222+00 .. 2020-06-21 20:17:03.318+00}
802944,{2020-06-21 00:06:27.334+00 .. 2020-06-22 02:00:03.966+00}
803072,{2020-06-21 01:43:57.437+00 .. 2020-06-21 19:41:40.925+00}
803200,{2020-06-21 09:21:29.555+00 .. 2020-06-21 20:10:19.969+00}
803328,{2020-06-21 14:00:15.676+00 .. 2020-06-22 01:53:11.327+00}
803456,{2020-06-22 01:53:09.602+00 .. 2020-06-22 13:00:05.122+00}
803584,{2020-06-22 07:43:30.306+00 .. 2020-06-22 13:10:03.468+00}
803712,{2020-06-22 09:37:35.509+00 .. 2020-06-23 11:30:27.4+00}
803840,{2020-06-22 17:21:53.125+00 .. 2020-06-22 17:22:59.377+00}
803968,{2020-06-22 17:22:47.742+00 .. 2020-06-22 17:23:57.44+00}
804096,{2020-06-22 17:23:44.288+00 .. 2020-06-22 17:32:37.261+00}
804224,{2020-06-22 17:32:17.814+00 .. 2020-06-23 10:10:04.211+00}
804352,{2020-06-22 17:32:54.865+00 .. 2020-06-22 17:34:49.417+00}
804480,{2020-06-22 17:34:29.09+00 .. 2020-06-22 17:35:22.796+00}
804608,{2020-06-22 17:35:06.712+00 .. 2020-06-22 17:35:53.876+00}
804736,{2020-06-22 17:35:38.574+00 .. 2020-06-22 17:36:31.49+00}
804864,{2020-06-22 17:36:10.066+00 .. 2020-06-22 17:37:01.538+00}
804992,{2020-06-22 17:36:44.965+00 .. 2020-06-22 17:37:28.954+00}
805120,{2020-06-22 17:37:12.211+00 .. 2020-06-22 17:38:02.612+00}
805248,{2020-06-22 17:37:43.735+00 .. 2020-06-22 17:38:33.547+00}
805376,{2020-06-22 17:38:16.77+00 .. 2020-06-23 10:50:03.968+00}
805504,{2020-06-22 17:38:46.041+00 .. 2020-06-22 17:39:31.844+00}
805632,{2020-06-22 17:39:16.546+00 .. 2020-06-22 17:40:01.844+00}
805760,{2020-06-22 17:39:46.089+00 .. 2020-06-22 18:32:03.306+00}
805888,{2020-06-22 17:40:14.565+00 .. 2020-06-22 18:11:47.541+00}
806016,{2020-06-22 18:09:30.79+00 .. 2020-06-22 18:26:17.349+00}
806144,{2020-06-22 18:26:00.393+00 .. 2020-06-22 18:26:47.24+00}
806272,{2020-06-22 18:26:32.484+00 .. 2020-06-22 18:32:33.381+00}
806400,{2020-06-22 18:32:16.683+00 .. 2020-06-22 18:33:14.842+00}
806528,{2020-06-22 18:32:59.809+00 .. 2020-06-22 18:33:45.397+00}
806656,{2020-06-22 18:33:31.655+00 .. 2020-06-22 18:34:15.094+00}
806784,{2020-06-22 18:34:00.601+00 .. 2020-06-22 18:34:42.775+00}
806912,{2020-06-22 18:34:29.578+00 .. 2020-06-22 18:35:15.589+00}
807040,{2020-06-22 18:34:59.266+00 .. 2020-06-23 12:00:18.956+00}
807168,{2020-06-22 18:35:26.581+00 .. 2020-06-23 12:20:01.482+00}
807296,{2020-06-22 18:35:58.58+00 .. 2020-06-22 18:36:42.194+00}
807424,{2020-06-22 18:36:28.062+00 .. 2020-06-22 18:37:10.065+00}
807552,{2020-06-22 18:36:51.26+00 .. 2020-06-22 18:37:43.658+00}
807680,{2020-06-22 18:37:25.061+00 .. 2020-06-22 18:38:08.681+00}
807808,{2020-06-22 18:37:54.897+00 .. 2020-06-22 18:38:54.61+00}
807936,{2020-06-22 18:38:26.073+00 .. 2020-06-22 18:39:20.37+00}
808064,{2020-06-22 18:39:07.548+00 .. 2020-06-22 18:39:56.332+00}
808192,{2020-06-22 18:39:36.974+00 .. 2020-06-22 18:40:30.953+00}
808320,{2020-06-22 18:40:09.942+00 .. 2020-06-22 18:41:02.465+00}
808448,{2020-06-22 18:40:45.424+00 .. 2020-06-22 18:41:30.206+00}
808576,{2020-06-22 18:41:18.481+00 .. 2020-06-22 18:42:00.409+00}
808704,{2020-06-22 18:41:43.148+00 .. 2020-06-22 18:42:24.814+00}
808832,{2020-06-22 18:42:11.289+00 .. 2020-06-22 18:42:52.257+00}
808960,{2020-06-22 18:42:38.427+00 .. 2020-06-22 18:43:17.738+00}
809088,{2020-06-22 18:43:04.085+00 .. 2020-06-23 13:45:36.102+00}
809216,{2020-06-22 18:43:38.658+00 .. 2020-06-22 18:44:14.996+00}
809344,{2020-06-22 18:44:03.065+00 .. 2020-06-22 18:44:43.717+00}
809472,{2020-06-22 18:44:29.873+00 .. 2020-06-23 15:00:05.179+00}
809600,{2020-06-22 18:45:02.745+00 .. 2020-06-22 18:45:40.453+00}
809728,{2020-06-22 18:45:27.683+00 .. 2020-06-22 18:46:08.577+00}
809856,{2020-06-22 18:45:53.02+00 .. 2020-06-22 18:46:50.377+00}
809984,{2020-06-22 18:46:33.997+00 .. 2020-06-22 18:47:18.593+00}
810112,{2020-06-22 18:47:03.576+00 .. 2020-06-22 18:47:44.673+00}
810240,{2020-06-22 18:47:32.971+00 .. 2020-06-22 18:48:13.791+00}
810368,{2020-06-22 18:47:59.607+00 .. 2020-06-23 17:08:17.821+00}
810496,{2020-06-22 18:48:38.211+00 .. 2020-06-22 18:49:26.794+00}
810624,{2020-06-22 18:49:11.357+00 .. 2020-06-23 17:08:36.363+00}
810752,{2020-06-22 18:49:42.616+00 .. 2020-06-23 17:26:08.346+00}
810880,{2020-06-22 19:11:22.461+00 .. 2020-06-22 19:49:38.479+00}
811008,{2020-06-22 19:36:07.803+00 .. 2020-06-23 18:53:16.787+00}
811136,{2020-06-22 20:02:47.79+00 .. 2020-06-23 16:31:43.814+00}
811264,{2020-06-22 20:28:36.25+00 .. 2020-06-23 16:31:44.906+00}
811392,{2020-06-22 20:41:34.288+00 .. 2020-06-23 16:31:44.913+00}
811520,{2020-06-22 20:47:23.762+00 .. 2020-06-22 20:48:05.622+00}
811648,{2020-06-22 20:47:52.088+00 .. 2020-06-22 20:48:32.312+00}
811776,{2020-06-22 20:48:18.34+00 .. 2020-06-22 20:48:59.767+00}
811904,{2020-06-22 20:48:47.039+00 .. 2020-06-22 20:49:36.838+00}
812032,{2020-06-22 20:49:18.374+00 .. 2020-06-22 20:50:07.927+00}
812160,{2020-06-22 20:49:54.15+00 .. 2020-06-23 16:32:16.097+00}
812288,{2020-06-22 20:50:23.274+00 .. 2020-06-22 20:51:09.811+00}
812416,{2020-06-22 20:50:57.198+00 .. 2020-06-22 20:51:37.556+00}
812544,{2020-06-22 20:51:24.28+00 .. 2020-06-22 20:52:11.073+00}
812672,{2020-06-22 20:51:51.702+00 .. 2020-06-22 20:52:37.227+00}
812800,{2020-06-22 20:52:21.858+00 .. 2020-06-22 20:53:02.004+00}
812928,{2020-06-22 20:52:50.411+00 .. 2020-06-22 20:53:30.568+00}
813056,{2020-06-22 20:53:14.794+00 .. 2020-06-22 20:53:55.137+00}
813184,{2020-06-22 20:53:44.675+00 .. 2020-06-22 20:54:25.992+00}
813312,{2020-06-22 20:54:10.519+00 .. 2020-06-22 20:54:52.182+00}
813440,{2020-06-22 20:54:38.024+00 .. 2020-06-22 20:55:19.664+00}
813568,{2020-06-22 20:55:07.747+00 .. 2020-06-22 20:55:49.254+00}
813696,{2020-06-22 20:55:33.972+00 .. 2020-06-22 20:56:17.226+00}
813824,{2020-06-22 20:56:03.512+00 .. 2020-06-22 20:56:54.255+00}
813952,{2020-06-22 20:56:30.414+00 .. 2020-06-22 20:57:48.385+00}
814080,{2020-06-22 20:57:21.412+00 .. 2020-06-22 20:58:48.955+00}
814208,{2020-06-22 20:58:20.823+00 .. 2020-06-22 20:59:16.814+00}
814336,{2020-06-22 20:58:58.187+00 .. 2020-06-22 20:59:51.352+00}
814464,{2020-06-22 20:59:42.533+00 .. 2020-06-22 21:00:16.307+00}
814592,{2020-06-22 21:00:06.05+00 .. 2020-06-22 21:00:47.715+00}
814720,{2020-06-22 21:00:35.153+00 .. 2020-06-22 21:01:40.633+00}
814848,{2020-06-22 21:01:01.849+00 .. 2020-06-22 21:10:50.376+00}
814976,{2020-06-22 21:01:59.789+00 .. 2020-06-22 23:26:22.086+00}
815104,{2020-06-22 22:15:47.403+00 .. 2020-06-22 23:26:22.215+00}
815232,{2020-06-22 23:14:27.427+00 .. 2020-06-23 00:50:37.361+00}
815360,{2020-06-23 00:50:37.226+00 .. 2020-06-23 22:42:26.958+00}
815488,{2020-06-23 18:14:31.894+00 .. 2020-06-23 22:47:51.958+00}
815616,{2020-06-23 22:47:40.76+00 .. 2020-06-23 23:20:46.407+00}
815744,{2020-06-23 22:52:01.298+00 .. 2020-06-23 22:59:56.061+00}
815872,{2020-06-23 22:59:24.877+00 .. 2020-06-24 01:21:22.98+00}
816000,{2020-06-24 01:21:03.036+00 .. 2020-06-24 01:39:55.625+00}
816128,{2020-06-24 01:36:24.817+00 .. 2020-06-24 14:30:12.066+00}
816256,{2020-06-24 01:42:34.843+00 .. 2020-06-24 14:50:08.383+00}
816384,{2020-06-24 01:52:08.352+00 .. 2020-06-24 01:55:04.224+00}
816512,{2020-06-24 01:54:49.549+00 .. 2020-06-24 15:10:56.839+00}
816640,{2020-06-24 02:00:57.212+00 .. 2020-06-24 02:02:35.843+00}
816768,{2020-06-24 02:02:10.884+00 .. 2020-06-24 02:03:13.275+00}
816896,{2020-06-24 02:02:49.312+00 .. 2020-06-24 02:04:21.095+00}
817024,{2020-06-24 02:03:27.862+00 .. 2020-06-24 02:05:06.918+00}
817152,{2020-06-24 02:04:50.207+00 .. 2020-06-24 02:05:35.133+00}
817280,{2020-06-24 02:05:22.228+00 .. 2020-06-24 02:06:02.175+00}
817408,{2020-06-24 02:05:47.498+00 .. 2020-06-24 02:06:27.808+00}
817536,{2020-06-24 02:06:13.015+00 .. 2020-06-24 02:06:50.782+00}
817664,{2020-06-24 02:06:38.525+00 .. 2020-06-24 02:07:16.269+00}
817792,{2020-06-24 02:07:03.997+00 .. 2020-06-24 02:07:41.612+00}
817920,{2020-06-24 02:07:29.015+00 .. 2020-06-24 02:08:07.355+00}
818048,{2020-06-24 02:07:53.254+00 .. 2020-06-24 02:08:45.38+00}
818176,{2020-06-24 02:08:23.808+00 .. 2020-06-24 15:40:20.718+00}
818304,{2020-06-24 02:09:59.734+00 .. 2020-06-24 16:31:34.947+00}
818432,{2020-06-24 02:14:19.849+00 .. 2020-06-24 02:14:58.587+00}
818560,{2020-06-24 02:14:48.498+00 .. 2020-06-24 02:15:23.808+00}
818688,{2020-06-24 02:15:10.77+00 .. 2020-06-24 02:15:49.532+00}
818816,{2020-06-24 02:15:37.37+00 .. 2020-06-24 02:16:19.216+00}
818944,{2020-06-24 02:16:03.483+00 .. 2020-06-24 02:16:40.713+00}
819072,{2020-06-24 02:16:27.811+00 .. 2020-06-24 02:17:06.566+00}
819200,{2020-06-24 02:16:55.034+00 .. 2020-06-24 02:17:31.155+00}
819328,{2020-06-24 02:17:18.746+00 .. 2020-06-24 02:17:57.633+00}
819456,{2020-06-24 02:17:43.99+00 .. 2020-06-24 02:18:22.819+00}
819584,{2020-06-24 02:18:13.293+00 .. 2020-06-24 16:47:18.291+00}
819712,{2020-06-24 02:18:39.353+00 .. 2020-06-24 16:47:18.606+00}
819840,{2020-06-24 02:19:05.414+00 .. 2020-06-24 02:19:46.505+00}
819968,{2020-06-24 02:19:33.342+00 .. 2020-06-24 16:47:18.627+00}
820096,{2020-06-24 02:19:58.584+00 .. 2020-06-24 02:20:37.097+00}
820224,{2020-06-24 02:20:23.006+00 .. 2020-06-24 02:21:02.854+00}
820352,{2020-06-24 02:20:49.567+00 .. 2020-06-24 02:21:30.678+00}
820480,{2020-06-24 02:21:16.494+00 .. 2020-06-24 02:21:54.227+00}
820608,{2020-06-24 02:21:41.571+00 .. 2020-06-24 02:22:21.424+00}
820736,{2020-06-24 02:22:09.819+00 .. 2020-06-24 02:22:47.443+00}
820864,{2020-06-24 02:22:36.128+00 .. 2020-06-24 02:23:15.252+00}
820992,{2020-06-24 02:23:01.665+00 .. 2020-06-24 02:23:44.681+00}
821120,{2020-06-24 02:23:28.127+00 .. 2020-06-24 02:24:10.982+00}
821248,{2020-06-24 02:23:54.975+00 .. 2020-06-24 02:24:37.963+00}
821376,{2020-06-24 02:24:22.485+00 .. 2020-06-24 02:25:04.015+00}
821504,{2020-06-24 02:24:47.134+00 .. 2020-06-24 02:25:32.309+00}
821632,{2020-06-24 02:25:15.655+00 .. 2020-06-24 02:26:01.587+00}
821760,{2020-06-24 02:25:49.375+00 .. 2020-06-24 02:26:21.837+00}
821888,{2020-06-24 02:26:09.617+00 .. 2020-06-24 02:26:47.545+00}
822016,{2020-06-24 02:26:33.061+00 .. 2020-06-24 02:27:14.511+00}
822144,{2020-06-24 02:27:01.116+00 .. 2020-06-24 02:27:40.677+00}
822272,{2020-06-24 02:27:27.162+00 .. 2020-06-24 02:28:07.656+00}
822400,{2020-06-24 02:27:52.317+00 .. 2020-06-24 02:28:32.001+00}
822528,{2020-06-24 02:28:19.103+00 .. 2020-06-24 02:29:34.111+00}
822656,{2020-06-24 02:28:45.685+00 .. 2020-06-24 02:44:39.08+00}
822784,{2020-06-24 02:44:26.754+00 .. 2020-06-24 02:45:25.983+00}
822912,{2020-06-24 02:45:01.387+00 .. 2020-06-24 02:45:58.936+00}
823040,{2020-06-24 02:45:50.267+00 .. 2020-06-24 02:46:26.01+00}
823168,{2020-06-24 02:46:13.167+00 .. 2020-06-24 02:46:50.815+00}
823296,{2020-06-24 02:46:37.736+00 .. 2020-06-24 02:47:17.534+00}
823424,{2020-06-24 02:47:04.027+00 .. 2020-06-24 02:47:47.346+00}
823552,{2020-06-24 02:47:31.848+00 .. 2020-06-24 02:48:26.147+00}
823680,{2020-06-24 02:48:10.271+00 .. 2020-06-24 02:48:51.039+00}
823808,{2020-06-24 02:48:37.606+00 .. 2020-06-24 02:49:28.269+00}
823936,{2020-06-24 02:49:12.047+00 .. 2020-06-24 02:49:58.728+00}
824064,{2020-06-24 02:49:44.27+00 .. 2020-06-24 16:47:18.64+00}
824192,{2020-06-24 02:50:12.066+00 .. 2020-06-24 02:51:00.54+00}
824320,{2020-06-24 02:50:25.443+00 .. 2020-06-24 02:51:31.152+00}
824448,{2020-06-24 02:51:15.918+00 .. 2020-06-24 02:52:08.662+00}
824576,{2020-06-24 02:51:53.17+00 .. 2020-06-24 02:52:34.234+00}
824704,{2020-06-24 02:52:16.257+00 .. 2020-06-24 02:53:01.961+00}
824832,{2020-06-24 02:52:42.338+00 .. 2020-06-24 02:53:33.971+00}
824960,{2020-06-24 02:53:21.283+00 .. 2020-06-24 02:54:08.867+00}
825088,{2020-06-24 02:53:44.315+00 .. 2020-06-24 02:54:41.424+00}
825216,{2020-06-24 02:54:30.235+00 .. 2020-06-24 02:55:07.635+00}
825344,{2020-06-24 02:54:54.844+00 .. 2020-06-24 02:55:33.541+00}
825472,{2020-06-24 02:55:20.666+00 .. 2020-06-24 02:56:35.429+00}
825600,{2020-06-24 02:55:53.893+00 .. 2020-06-24 02:58:06.235+00}
825728,{2020-06-24 02:57:32.3+00 .. 2020-06-24 02:59:05.127+00}
825856,{2020-06-24 02:58:29.761+00 .. 2020-06-24 02:59:43.319+00}
825984,{2020-06-24 02:59:17.941+00 .. 2020-06-24 03:00:13.364+00}
826112,{2020-06-24 02:59:58.724+00 .. 2020-06-24 03:09:22.399+00}
826240,{2020-06-24 03:02:04.555+00 .. 2020-06-24 03:03:17.604+00}
826368,{2020-06-24 03:03:05.397+00 .. 2020-06-24 11:20:03.353+00}
826496,{2020-06-24 03:03:38.609+00 .. 2020-06-24 12:20:01.42+00}
826624,{2020-06-24 03:04:19.195+00 .. 2020-06-24 03:43:57.566+00}
826752,{2020-06-24 03:43:06.579+00 .. 2020-06-24 16:30:17.316+00}
826880,{2020-06-24 16:29:32.256+00 .. 2020-06-24 16:31:32.801+00}
827008,{2020-06-24 16:30:24.997+00 .. 2020-06-24 16:38:19.57+00}
827136,{2020-06-24 16:38:19.033+00 .. 2020-06-25 17:15:55.969+00}
827264,{2020-06-24 18:02:03.159+00 .. 2020-06-24 18:03:52.353+00}
827392,{2020-06-24 18:03:21.29+00 .. 2020-06-24 18:05:05.225+00}
827520,{2020-06-24 18:04:35.264+00 .. 2020-06-24 18:12:38.628+00}
827648,{2020-06-24 18:08:27.048+00 .. 2020-06-24 18:15:13.822+00}
827776,{2020-06-24 18:14:06.342+00 .. 2020-06-24 18:17:38.725+00}
827904,{2020-06-24 18:16:43.424+00 .. 2020-06-24 18:18:46.091+00}
828032,{2020-06-24 18:18:34.07+00 .. 2020-06-24 18:19:11.336+00}
828160,{2020-06-24 18:18:57.869+00 .. 2020-06-24 18:19:42.705+00}
828288,{2020-06-24 18:19:25.665+00 .. 2020-06-24 18:20:15.11+00}
828416,{2020-06-24 18:19:57.61+00 .. 2020-06-25 17:20:36.292+00}
828544,{2020-06-24 18:20:26.909+00 .. 2020-06-24 18:21:11.498+00}
828672,{2020-06-24 18:20:58.925+00 .. 2020-06-24 18:21:34.677+00}
828800,{2020-06-24 18:21:21.947+00 .. 2020-06-24 18:22:05.906+00}
828928,{2020-06-24 18:21:47.861+00 .. 2020-06-24 18:26:16.24+00}
829056,{2020-06-24 18:22:31.905+00 .. 2020-06-24 19:03:38.691+00}
829184,{2020-06-24 19:03:18.679+00 .. 2020-06-24 19:05:09.766+00}
829312,{2020-06-24 19:04:39.178+00 .. 2020-06-24 19:06:22.999+00}
829440,{2020-06-24 19:06:00.885+00 .. 2020-06-24 19:07:45.685+00}
829568,{2020-06-24 19:07:34.545+00 .. 2020-06-24 19:08:16.225+00}
829696,{2020-06-24 19:08:05.977+00 .. 2020-06-24 19:09:09.964+00}
829824,{2020-06-24 19:08:47.327+00 .. 2020-06-24 19:10:05.801+00}
829952,{2020-06-24 19:09:44.273+00 .. 2020-06-25 17:00:09.157+00}
830080,{2020-06-24 19:10:17.633+00 .. 2020-06-24 19:10:58.422+00}
830208,{2020-06-24 19:10:47.819+00 .. 2020-06-24 19:11:32.626+00}
830336,{2020-06-24 19:11:13.581+00 .. 2020-06-24 19:12:33.199+00}
830464,{2020-06-24 19:12:13.127+00 .. 2020-06-24 19:13:52.542+00}
830592,{2020-06-24 19:13:20.383+00 .. 2020-06-24 19:15:02.984+00}
830720,{2020-06-24 19:14:16.591+00 .. 2020-06-24 19:15:47.521+00}
830848,{2020-06-24 19:15:33.19+00 .. 2020-06-24 19:16:17.212+00}
830976,{2020-06-24 19:16:05.308+00 .. 2020-06-24 19:16:42.442+00}
831104,{2020-06-24 19:16:38.13+00 .. 2020-06-25 17:27:40.622+00}
831232,{2020-06-24 19:33:03.222+00 .. 2020-06-24 19:51:03.196+00}
831360,{2020-06-24 19:48:21.447+00 .. 2020-06-25 17:28:10.82+00}
831488,{2020-06-24 19:56:26.334+00 .. 2020-06-25 18:20:04.153+00}
831616,{2020-06-24 19:59:32.915+00 .. 2020-06-24 20:04:08.157+00}
831744,{2020-06-24 20:03:57.3+00 .. 2020-06-24 20:04:37.473+00}
831872,{2020-06-24 20:04:25.215+00 .. 2020-06-24 20:05:06.324+00}
832000,{2020-06-24 20:04:54.534+00 .. 2020-06-24 20:05:43.438+00}
832128,{2020-06-24 20:05:25.052+00 .. 2020-06-24 20:08:03.358+00}
832256,{2020-06-24 20:06:30.806+00 .. 2020-06-24 20:12:17.384+00}
832384,{2020-06-24 20:12:07.794+00 .. 2020-06-24 20:12:41.214+00}
832512,{2020-06-24 20:12:32.764+00 .. 2020-06-24 20:13:24.086+00}
832640,{2020-06-24 20:13:05.806+00 .. 2020-06-24 20:13:51.114+00}
832768,{2020-06-24 20:13:40.951+00 .. 2020-06-24 20:14:42.254+00}
832896,{2020-06-24 20:14:13.254+00 .. 2020-06-24 20:15:07.031+00}
833024,{2020-06-24 20:14:52.554+00 .. 2020-06-24 20:20:23.981+00}
833152,{2020-06-24 20:20:14.456+00 .. 2020-06-24 20:20:53.102+00}
833280,{2020-06-24 20:20:40.649+00 .. 2020-06-25 18:35:31.485+00}
833408,{2020-06-24 20:21:17.175+00 .. 2020-06-24 20:24:02.822+00}
833536,{2020-06-24 20:21:55.097+00 .. 2020-06-24 20:27:06.021+00}
833664,{2020-06-24 20:24:46.643+00 .. 2020-06-24 20:32:22.678+00}
833792,{2020-06-24 20:29:24.829+00 .. 2020-06-25 19:01:49.612+00}
833920,{2020-06-24 20:32:42.731+00 .. 2020-06-24 20:35:29.313+00}
834048,{2020-06-24 20:35:20.962+00 .. 2020-06-24 20:35:57.597+00}
834176,{2020-06-24 20:35:46.806+00 .. 2020-06-24 22:20:04.848+00}
834304,{2020-06-24 20:41:20.593+00 .. 2020-06-25 19:01:49.675+00}
834432,{2020-06-24 20:50:55.54+00 .. 2020-06-24 21:03:15.757+00}
834560,{2020-06-24 21:01:34.308+00 .. 2020-06-24 21:18:31.944+00}
834688,{2020-06-24 21:15:08.974+00 .. 2020-06-25 19:29:16.631+00}
834816,{2020-06-24 21:20:52.671+00 .. 2020-06-24 21:26:03.065+00}
834944,{2020-06-24 21:21:26.928+00 .. 2020-06-24 21:26:57.473+00}
835072,{2020-06-24 21:26:40.06+00 .. 2020-06-24 21:27:26.825+00}
835200,{2020-06-24 21:27:08.751+00 .. 2020-06-25 19:33:24.948+00}
835328,{2020-06-24 21:32:05.008+00 .. 2020-06-25 20:30:04.381+00}
835456,{2020-06-24 21:41:45.336+00 .. 2020-06-25 20:38:25.868+00}
835584,{2020-06-24 21:47:40.375+00 .. 2020-06-24 22:00:04.594+00}
835712,{2020-06-24 21:58:40.936+00 .. 2020-06-24 21:59:46.853+00}
835840,{2020-06-24 21:59:30.329+00 .. 2020-06-25 20:40:03.854+00}
835968,{2020-06-24 22:00:02.334+00 .. 2020-06-24 22:00:47.792+00}
836096,{2020-06-24 22:00:36.458+00 .. 2020-06-24 22:01:12.138+00}
836224,{2020-06-24 22:01:02.057+00 .. 2020-06-24 22:01:41.547+00}
836352,{2020-06-24 22:01:29.09+00 .. 2020-06-24 22:02:23.878+00}
836480,{2020-06-24 22:01:54.464+00 .. 2020-06-24 22:02:48.307+00}
836608,{2020-06-24 22:02:32.969+00 .. 2020-06-24 22:03:32.173+00}
836736,{2020-06-24 22:03:04.224+00 .. 2020-06-24 22:04:06.276+00}
836864,{2020-06-24 22:03:50.121+00 .. 2020-06-24 22:04:30.281+00}
836992,{2020-06-24 22:04:18.879+00 .. 2020-06-24 22:05:01.531+00}
837120,{2020-06-24 22:04:47.556+00 .. 2020-06-24 22:06:43.079+00}
