blknum,value
323200,{2020-02-13 06:23:39.752+00 .. 2020-02-13 06:25:40.967+00}
323328,{2020-02-13 06:25:21.354+00 .. 2020-02-13 06:26:58.668+00}
323456,{2020-02-13 06:26:29.475+00 .. 2020-02-13 06:28:11.813+00}
323584,{2020-02-13 06:27:26.832+00 .. 2020-02-13 06:29:13.673+00}
323712,{2020-02-13 06:28:33.504+00 .. 2020-02-13 06:30:54.332+00}
323840,{2020-02-13 06:29:51.025+00 .. 2020-04-16 10:23:54.378+00}
323968,{2020-02-13 06:31:10.272+00 .. 2020-02-13 06:33:19.298+00}
324096,{2020-02-13 06:32:08.362+00 .. 2020-02-13 06:33:50.695+00}
324224,{2020-02-13 06:33:07.194+00 .. 2020-04-16 10:50:04.145+00}
324352,{2020-02-13 06:34:12.447+00 .. 2020-02-13 06:36:06.563+00}
324480,{2020-02-13 06:35:11.587+00 .. 2020-02-13 06:37:30.779+00}
324608,{2020-02-13 06:36:12.652+00 .. 2020-02-13 06:37:35.157+00}
324736,{2020-02-13 06:37:14.165+00 .. 2020-04-16 11:19:32.205+00}
324864,{2020-02-13 12:38:05.004+00 .. 2020-02-13 16:50:38.345+00}
324992,{2020-02-13 16:54:58.773+00 .. 2020-04-16 11:21:54.056+00}
325120,{2020-02-14 06:02:15.328+00 .. 2020-02-14 06:05:07.429+00}
325248,{2020-02-14 06:04:50.069+00 .. 2020-02-14 06:09:15.98+00}
325376,{2020-02-14 06:07:15.03+00 .. 2020-02-14 06:09:07.357+00}
325504,{2020-02-14 06:08:25.369+00 .. 2020-02-14 06:10:26.039+00}
325632,{2020-02-14 06:09:58.316+00 .. 2020-04-16 11:30:04.806+00}
325760,{2020-02-14 06:10:50.929+00 .. 2020-02-14 06:12:16.017+00}
325888,{2020-02-14 06:11:54.316+00 .. 2020-02-14 06:13:28.182+00}
326016,{2020-02-14 06:12:50.667+00 .. 2020-02-14 06:14:49.147+00}
326144,{2020-02-14 06:13:58.481+00 .. 2020-02-14 06:16:18.969+00}
326272,{2020-02-14 06:15:08.517+00 .. 2020-02-14 06:17:30.631+00}
326400,{2020-02-14 06:16:23.712+00 .. 2020-02-14 06:19:30.03+00}
326528,{2020-02-14 06:18:13.429+00 .. 2020-02-14 06:20:03.654+00}
326656,{2020-02-14 06:19:26.054+00 .. 2020-04-16 11:40:03.925+00}
326784,{2020-02-14 06:20:33.721+00 .. 2020-04-16 12:05:20.886+00}
326912,{2020-02-14 06:21:41.82+00 .. 2020-02-14 06:23:57.192+00}
327040,{2020-02-14 06:22:44.36+00 .. 2020-02-14 06:24:13.801+00}
327168,{2020-02-14 06:23:42.489+00 .. 2020-02-14 06:25:38.498+00}
327296,{2020-02-14 06:24:43.99+00 .. 2020-02-14 06:26:25.498+00}
327424,{2020-02-14 06:25:42.347+00 .. 2020-02-14 06:28:00.703+00}
327552,{2020-02-14 06:26:42.526+00 .. 2020-02-14 06:28:53.208+00}
327680,{2020-02-14 06:27:49.239+00 .. 2020-02-14 06:29:40.909+00}
327808,{2020-02-14 06:28:51.412+00 .. 2020-02-14 06:30:32.402+00}
327936,{2020-02-14 06:29:51.481+00 .. 2020-04-16 12:28:24.663+00}
328064,{2020-02-14 06:30:59.883+00 .. 2020-02-14 06:32:51.061+00}
328192,{2020-02-14 06:32:01.621+00 .. 2020-02-14 06:34:40.243+00}
328320,{2020-02-14 06:33:03.85+00 .. 2020-02-14 06:35:21.301+00}
328448,{2020-02-14 06:34:11.285+00 .. 2020-02-14 06:36:13.483+00}
328576,{2020-02-14 06:35:42.946+00 .. 2020-02-14 06:37:17.499+00}
328704,{2020-02-14 06:36:42.31+00 .. 2020-02-14 06:38:14.499+00}
328832,{2020-02-14 06:38:02.904+00 .. 2020-04-16 12:29:10.879+00}
328960,{2020-02-14 13:53:13.82+00 .. 2020-02-17 01:27:23.544+00}
329088,{2020-02-17 01:27:09.198+00 .. 2020-04-16 13:40:31.203+00}
329216,{2020-02-17 01:29:16.055+00 .. 2020-02-17 01:32:15.719+00}
329344,{2020-02-17 01:31:44.193+00 .. 2020-02-17 01:33:11.885+00}
329472,{2020-02-17 01:32:40.127+00 .. 2020-02-17 01:34:36.933+00}
329600,{2020-02-17 01:33:47.251+00 .. 2020-02-17 01:35:45.786+00}
329728,{2020-02-17 01:34:54.979+00 .. 2020-02-17 01:36:35.373+00}
329856,{2020-02-17 01:36:06.624+00 .. 2020-02-17 01:37:29.951+00}
329984,{2020-02-17 01:37:00.455+00 .. 2020-02-17 01:38:17.319+00}
330112,{2020-02-17 01:37:53.107+00 .. 2020-02-17 01:39:12.153+00}
330240,{2020-02-17 01:38:44.839+00 .. 2020-02-17 01:40:05.662+00}
330368,{2020-02-17 01:39:40.075+00 .. 2020-02-17 01:41:05.568+00}
330496,{2020-02-17 01:40:34.179+00 .. 2020-02-17 01:41:48.647+00}
330624,{2020-02-17 01:41:23.03+00 .. 2020-02-17 01:42:41.055+00}
330752,{2020-02-17 01:42:15.483+00 .. 2020-02-17 01:43:33.973+00}
330880,{2020-02-17 01:43:10.02+00 .. 2020-02-17 01:44:34.618+00}
331008,{2020-02-17 01:44:02.26+00 .. 2020-02-17 01:45:12.172+00}
331136,{2020-02-17 01:44:55.969+00 .. 2020-02-17 01:46:09.233+00}
331264,{2020-02-17 01:45:47.255+00 .. 2020-02-17 01:47:19.917+00}
331392,{2020-02-17 01:46:41.011+00 .. 2020-02-17 01:48:01.383+00}
331520,{2020-02-17 01:47:36.547+00 .. 2020-02-17 01:49:16.016+00}
331648,{2020-02-17 01:48:28.545+00 .. 2020-02-17 01:49:57.771+00}
331776,{2020-02-17 01:49:33.918+00 .. 2020-02-17 01:54:17.359+00}
331904,{2020-02-17 01:53:37.919+00 .. 2020-02-17 01:55:58.535+00}
332032,{2020-02-17 01:54:43.875+00 .. 2020-02-17 01:56:43.448+00}
332160,{2020-02-17 01:55:56.509+00 .. 2020-02-17 01:57:38.969+00}
332288,{2020-02-17 01:56:53.75+00 .. 2020-02-17 01:58:26.632+00}
332416,{2020-02-17 01:57:46.432+00 .. 2020-02-17 01:59:26.924+00}
332544,{2020-02-17 01:58:44.547+00 .. 2020-02-17 02:00:31.025+00}
332672,{2020-02-17 01:59:37.968+00 .. 2020-02-17 02:01:41.783+00}
332800,{2020-02-17 02:00:40.856+00 .. 2020-02-17 02:02:20.009+00}
332928,{2020-02-17 02:01:41.885+00 .. 2020-02-17 02:03:36.218+00}
333056,{2020-02-17 02:02:34.12+00 .. 2020-02-17 02:04:07.034+00}
333184,{2020-02-17 02:03:32.481+00 .. 2020-02-17 02:04:59.219+00}
333312,{2020-02-17 02:04:30.878+00 .. 2020-02-17 02:06:02.146+00}
333440,{2020-02-17 02:05:25.303+00 .. 2020-02-17 02:07:01.294+00}
333568,{2020-02-17 02:06:22.648+00 .. 2020-02-17 02:08:06.035+00}
333696,{2020-02-17 02:07:19.397+00 .. 2020-02-17 02:08:47.657+00}
333824,{2020-02-17 02:08:14.737+00 .. 2020-02-17 02:10:11.461+00}
333952,{2020-02-17 02:09:18.731+00 .. 2020-02-17 02:10:52.192+00}
334080,{2020-02-17 02:10:14+00 .. 2020-02-17 02:11:36.598+00}
334208,{2020-02-17 02:11:07.447+00 .. 2020-02-17 02:12:33.65+00}
334336,{2020-02-17 02:12:05.129+00 .. 2020-02-17 02:13:45.351+00}
334464,{2020-02-17 02:12:58.62+00 .. 2020-02-17 02:14:52.964+00}
334592,{2020-02-17 02:14:01.738+00 .. 2020-02-17 02:15:31.176+00}
334720,{2020-02-17 02:14:56.409+00 .. 2020-02-17 02:16:41.287+00}
334848,{2020-02-17 02:15:54.74+00 .. 2020-02-17 02:17:16.567+00}
334976,{2020-02-17 02:16:45.6+00 .. 2020-02-17 02:18:10.209+00}
335104,{2020-02-17 02:17:43.507+00 .. 2020-02-17 02:19:24.8+00}
335232,{2020-02-17 02:18:38.253+00 .. 2020-02-17 02:20:05.959+00}
335360,{2020-02-17 02:19:35.308+00 .. 2020-02-17 02:20:54.185+00}
335488,{2020-02-17 02:20:32.816+00 .. 2020-02-17 02:22:03.842+00}
335616,{2020-02-17 02:21:22.489+00 .. 2020-02-17 02:23:01.395+00}
335744,{2020-02-17 02:22:16.827+00 .. 2020-02-17 02:24:04.994+00}
335872,{2020-02-17 02:23:14.586+00 .. 2020-02-17 02:24:48.483+00}
336000,{2020-02-17 02:24:08.046+00 .. 2020-02-17 02:26:05.656+00}
336128,{2020-02-17 02:25:04.912+00 .. 2020-02-17 02:26:54.106+00}
336256,{2020-02-17 02:26:03.112+00 .. 2020-02-17 02:29:56.732+00}
336384,{2020-02-17 02:29:25.555+00 .. 2020-02-17 03:12:12.122+00}
336512,{2020-02-17 03:11:59.649+00 .. 2020-04-16 14:30:05.453+00}
336640,{2020-02-17 03:15:35.225+00 .. 2020-04-16 14:30:36.974+00}
336768,{2020-02-17 06:44:05.634+00 .. 2020-04-16 18:51:18.059+00}
336896,{2020-02-17 06:59:32.222+00 .. 2020-04-16 19:02:12.531+00}
337024,{2020-02-17 11:57:25.457+00 .. 2020-04-16 19:20:04.706+00}
337152,{2020-02-17 14:28:38.174+00 .. 2020-02-17 14:30:29.191+00}
337280,{2020-02-17 14:29:37.781+00 .. 2020-02-17 14:31:08.948+00}
337408,{2020-02-17 14:30:46.447+00 .. 2020-02-17 14:32:16.052+00}
337536,{2020-02-17 14:31:43.265+00 .. 2020-02-17 14:33:16.746+00}
337664,{2020-02-17 14:32:35.732+00 .. 2020-02-17 14:34:03.314+00}
337792,{2020-02-17 14:33:30.236+00 .. 2020-02-17 14:34:53.641+00}
337920,{2020-02-17 14:34:24.833+00 .. 2020-02-17 14:35:46.302+00}
338048,{2020-02-17 14:35:17.916+00 .. 2020-02-17 14:37:33.016+00}
338176,{2020-02-17 14:36:14.171+00 .. 2020-02-17 14:37:56.476+00}
338304,{2020-02-17 14:37:10.526+00 .. 2020-02-17 14:39:49.98+00}
338432,{2020-02-17 14:38:16.792+00 .. 2020-02-17 14:41:42.193+00}
338560,{2020-02-17 14:40:50.923+00 .. 2020-02-17 14:43:45.184+00}
338688,{2020-02-17 14:43:13.833+00 .. 2020-02-17 14:45:02.359+00}
338816,{2020-02-17 14:44:17.765+00 .. 2020-02-17 14:46:02.311+00}
338944,{2020-02-17 14:45:12.65+00 .. 2020-02-17 14:47:04.161+00}
339072,{2020-02-17 14:46:07.092+00 .. 2020-02-17 14:47:29.113+00}
339200,{2020-02-17 14:47:03.764+00 .. 2020-02-17 14:48:35.628+00}
339328,{2020-02-17 14:48:03.588+00 .. 2020-02-17 14:50:21.981+00}
339456,{2020-02-17 14:49:04.881+00 .. 2020-02-17 14:53:27.518+00}
339584,{2020-02-17 14:52:47.223+00 .. 2020-02-17 14:54:34.066+00}
339712,{2020-02-17 14:53:49.655+00 .. 2020-02-17 14:55:34.3+00}
339840,{2020-02-17 14:54:46.006+00 .. 2020-02-17 14:56:36.256+00}
339968,{2020-02-17 14:55:43.616+00 .. 2020-02-17 14:57:27.443+00}
340096,{2020-02-17 14:56:46.051+00 .. 2020-02-17 14:58:29.628+00}
340224,{2020-02-17 14:57:48.364+00 .. 2020-02-17 14:59:24.688+00}
340352,{2020-02-17 14:58:39.789+00 .. 2020-02-17 15:00:18.662+00}
340480,{2020-02-17 14:59:34.535+00 .. 2020-02-17 15:01:27.349+00}
340608,{2020-02-17 15:00:35.444+00 .. 2020-02-17 15:02:21.706+00}
340736,{2020-02-17 15:01:35.938+00 .. 2020-02-17 15:03:04.936+00}
340864,{2020-02-17 15:02:31.597+00 .. 2020-02-17 15:04:02.573+00}
340992,{2020-02-17 15:03:29.585+00 .. 2020-02-17 15:05:12.235+00}
341120,{2020-02-17 15:04:27.411+00 .. 2020-02-17 15:06:07.388+00}
341248,{2020-02-17 15:05:31.473+00 .. 2020-02-17 15:07:15.002+00}
341376,{2020-02-17 15:06:35.379+00 .. 2020-02-17 15:08:07.895+00}
341504,{2020-02-17 15:07:29.941+00 .. 2020-02-17 15:09:23.317+00}
341632,{2020-02-17 15:08:22.902+00 .. 2020-02-17 15:09:56.158+00}
341760,{2020-02-17 15:09:18.689+00 .. 2020-02-17 15:11:10.63+00}
341888,{2020-02-17 15:10:17.406+00 .. 2020-02-17 15:11:56.033+00}
342016,{2020-02-17 15:11:29.016+00 .. 2020-02-17 15:13:13.573+00}
342144,{2020-02-17 15:12:30.927+00 .. 2020-02-17 15:14:01.76+00}
342272,{2020-02-17 15:13:30.261+00 .. 2020-02-17 15:15:06.079+00}
342400,{2020-02-17 15:14:33.461+00 .. 2020-02-17 15:15:56.532+00}
342528,{2020-02-17 15:15:29.653+00 .. 2020-02-17 15:17:00.882+00}
342656,{2020-02-17 15:16:30.23+00 .. 2020-02-17 15:18:20.98+00}
342784,{2020-02-17 15:18:10.359+00 .. 2020-02-17 15:19:26.745+00}
342912,{2020-02-17 15:19:02.864+00 .. 2020-04-17 01:54:45.044+00}
343040,{2020-02-18 00:40:40.818+00 .. 2020-04-17 02:31:18.987+00}
343168,{2020-02-18 06:00:36.132+00 .. 2020-02-18 06:02:10.292+00}
343296,{2020-02-18 06:01:41.157+00 .. 2020-02-18 06:03:22.94+00}
343424,{2020-02-18 06:02:49.052+00 .. 2020-02-18 06:05:05.67+00}
343552,{2020-02-18 06:03:49.888+00 .. 2020-02-18 06:05:09.385+00}
343680,{2020-02-18 06:04:53.24+00 .. 2020-04-17 02:50:12.154+00}
343808,{2020-02-18 06:16:30.827+00 .. 2020-02-18 06:18:20.693+00}
343936,{2020-02-18 06:17:38.716+00 .. 2020-02-18 06:19:16.126+00}
344064,{2020-02-18 06:18:47.191+00 .. 2020-02-18 06:21:05.76+00}
344192,{2020-02-18 06:19:53.453+00 .. 2020-04-17 03:30:04.164+00}
344320,{2020-02-18 06:21:26.332+00 .. 2020-04-17 03:31:07.983+00}
344448,{2020-02-18 06:22:41.652+00 .. 2020-02-18 06:25:48.061+00}
344576,{2020-02-18 06:24:30.648+00 .. 2020-02-18 06:26:18.072+00}
344704,{2020-02-18 06:25:40.056+00 .. 2020-02-18 06:27:29.612+00}
344832,{2020-02-18 06:26:52.626+00 .. 2020-02-18 06:29:06.718+00}
344960,{2020-02-18 06:27:52.045+00 .. 2020-02-18 06:29:58.308+00}
345088,{2020-02-18 06:28:55.55+00 .. 2020-02-18 06:30:26.852+00}
345216,{2020-02-18 06:29:53.747+00 .. 2020-04-17 01:51:24.145+00}
345344,{2020-02-18 06:30:50.14+00 .. 2020-02-18 06:32:29.747+00}
345472,{2020-02-18 06:31:52.91+00 .. 2020-02-18 06:33:59.183+00}
345600,{2020-02-18 06:32:51.531+00 .. 2020-02-18 06:34:55.622+00}
345728,{2020-02-18 06:33:50.156+00 .. 2020-02-18 06:35:28.506+00}
345856,{2020-02-18 06:34:58.437+00 .. 2020-02-18 06:36:45.689+00}
345984,{2020-02-18 06:36:01.956+00 .. 2020-02-18 06:37:44.387+00}
346112,{2020-02-18 06:37:07.081+00 .. 2020-04-17 03:50:03.995+00}
346240,{2020-02-18 06:38:16.575+00 .. 2020-02-18 06:40:42.15+00}
346368,{2020-02-18 06:39:10.496+00 .. 2020-02-18 06:40:43.933+00}
346496,{2020-02-18 06:40:07.483+00 .. 2020-02-18 06:42:11.685+00}
346624,{2020-02-18 06:41:45.891+00 .. 2020-02-18 06:43:00.574+00}
346752,{2020-02-18 06:42:42.287+00 .. 2020-04-17 04:02:05.602+00}
346880,{2020-02-18 06:43:43.289+00 .. 2020-04-17 04:13:15.727+00}
347008,{2020-02-18 12:53:50.511+00 .. 2020-04-17 04:39:55.234+00}
347136,{2020-02-18 14:26:38.295+00 .. 2020-04-17 04:57:07.661+00}
347264,{2020-02-19 06:00:02.652+00 .. 2020-04-17 03:40:04.133+00}
347392,{2020-02-19 06:01:07.353+00 .. 2020-02-19 06:03:42.698+00}
347520,{2020-02-19 06:02:15.167+00 .. 2020-02-19 06:03:59.261+00}
347648,{2020-02-19 06:03:07.893+00 .. 2020-02-19 06:11:41.347+00}
347776,{2020-02-19 06:10:50.467+00 .. 2020-02-19 06:13:20.536+00}
347904,{2020-02-19 06:11:50.82+00 .. 2020-04-17 03:43:49.916+00}
348032,{2020-02-19 06:13:23.689+00 .. 2020-02-19 06:15:39.442+00}
348160,{2020-02-19 06:14:37.278+00 .. 2020-02-19 06:16:27.094+00}
348288,{2020-02-19 06:15:43.641+00 .. 2020-02-19 06:17:25.43+00}
348416,{2020-02-19 06:16:44.578+00 .. 2020-02-19 06:18:06.521+00}
348544,{2020-02-19 06:17:39.457+00 .. 2020-02-19 06:20:04.006+00}
348672,{2020-02-19 06:18:51.426+00 .. 2020-04-17 03:43:49.95+00}
348800,{2020-02-19 06:20:16.292+00 .. 2020-04-17 03:43:50.017+00}
348928,{2020-02-19 06:21:45.924+00 .. 2020-02-19 06:24:05.207+00}
349056,{2020-02-19 06:23:02.011+00 .. 2020-02-19 06:25:01.057+00}
349184,{2020-02-19 06:24:00.539+00 .. 2020-02-19 06:26:13.721+00}
349312,{2020-02-19 06:25:10.001+00 .. 2020-02-19 06:27:00.142+00}
349440,{2020-02-19 06:26:04.843+00 .. 2020-02-19 06:28:00.299+00}
349568,{2020-02-19 06:27:09.97+00 .. 2020-02-19 06:29:16.357+00}
349696,{2020-02-19 06:28:21.697+00 .. 2020-02-19 06:30:12.128+00}
349824,{2020-02-19 06:29:19.098+00 .. 2020-02-19 06:31:21.476+00}
349952,{2020-02-19 06:30:17.791+00 .. 2020-02-19 06:32:12.278+00}
350080,{2020-02-19 06:31:29.598+00 .. 2020-02-19 06:33:13.807+00}
350208,{2020-02-19 06:32:39.369+00 .. 2020-04-18 07:38:24.932+00}
350336,{2020-02-19 06:33:46.438+00 .. 2020-04-18 07:38:24.948+00}
350464,{2020-02-19 06:34:49.609+00 .. 2020-02-19 06:37:13.849+00}
350592,{2020-02-19 06:35:49.545+00 .. 2020-02-19 06:38:50.753+00}
350720,{2020-02-19 06:37:12.912+00 .. 2020-02-19 06:38:55.157+00}
350848,{2020-02-19 06:38:21.448+00 .. 2020-02-19 06:39:43.292+00}
350976,{2020-02-19 06:39:16.823+00 .. 2020-04-18 07:38:24.965+00}
351104,{2020-02-19 07:57:37.634+00 .. 2020-04-18 07:38:25.021+00}
351232,{2020-02-19 08:05:13.202+00 .. 2020-04-18 08:07:09.978+00}
351360,{2020-02-19 08:12:32.131+00 .. 2020-04-18 08:38:31.3+00}
351488,{2020-02-19 08:20:18.299+00 .. 2020-02-19 12:48:24.299+00}
351616,{2020-02-19 12:48:18.998+00 .. 2020-04-18 17:20:46.82+00}
351744,{2020-02-19 22:13:05.344+00 .. 2020-02-19 22:20:06.888+00}
351872,{2020-02-19 22:19:51.939+00 .. 2020-04-18 17:36:00.344+00}
352000,{2020-02-19 22:32:21.729+00 .. 2020-02-19 22:50:50.13+00}
352128,{2020-02-19 22:38:59.662+00 .. 2020-02-19 22:56:44.997+00}
352256,{2020-02-19 22:45:37.66+00 .. 2020-04-18 19:01:04.417+00}
352384,{2020-02-19 22:51:53.571+00 .. 2020-02-19 22:57:07.579+00}
352512,{2020-02-19 22:56:29.953+00 .. 2020-02-19 22:58:14.142+00}
352640,{2020-02-19 22:57:38.124+00 .. 2020-02-19 22:59:28.641+00}
352768,{2020-02-19 22:58:44.167+00 .. 2020-02-19 23:00:07.229+00}
352896,{2020-02-19 22:59:37.85+00 .. 2020-02-19 23:00:56.912+00}
353024,{2020-02-19 23:00:30.5+00 .. 2020-04-18 20:00:15.883+00}
353152,{2020-02-19 23:01:30.779+00 .. 2020-02-19 23:04:15.792+00}
353280,{2020-02-19 23:02:55.443+00 .. 2020-02-19 23:06:00.689+00}
353408,{2020-02-19 23:04:18.594+00 .. 2020-02-19 23:07:02.842+00}
353536,{2020-02-19 23:06:02.741+00 .. 2020-02-19 23:08:07.644+00}
353664,{2020-02-19 23:07:16.187+00 .. 2020-04-17 05:50:03.923+00}
353792,{2020-02-19 23:08:13.746+00 .. 2020-02-19 23:10:57.688+00}
353920,{2020-02-19 23:09:10.578+00 .. 2020-04-18 07:38:24.929+00}
354048,{2020-02-19 23:57:48.427+00 .. 2020-04-18 20:00:53.686+00}
354176,{2020-02-20 01:34:25.168+00 .. 2020-04-18 21:21:33.624+00}
354304,{2020-02-20 06:01:14.402+00 .. 2020-04-18 23:01:52.357+00}
354432,{2020-02-20 12:56:18.505+00 .. 2020-02-20 17:10:57.537+00}
354560,{2020-02-20 17:10:56.581+00 .. 2020-04-19 00:14:38.509+00}
354688,{2020-02-21 06:00:48.107+00 .. 2020-02-21 06:02:59.309+00}
354816,{2020-02-21 06:01:55.804+00 .. 2020-02-21 06:04:02.129+00}
354944,{2020-02-21 06:02:51.376+00 .. 2020-02-21 06:04:02.097+00}
355072,{2020-02-21 06:03:57.224+00 .. 2020-04-19 09:40:44.054+00}
355200,{2020-02-22 14:53:59.613+00 .. 2020-04-19 11:18:54.242+00}
355328,{2020-02-24 13:31:39.848+00 .. 2020-04-19 18:45:54.41+00}
355456,{2020-02-24 16:06:48.114+00 .. 2020-02-24 16:08:48.467+00}
355584,{2020-02-24 16:08:29.587+00 .. 2020-02-24 16:10:17.712+00}
355712,{2020-02-24 16:09:53.714+00 .. 2020-02-24 18:24:20.901+00}
355840,{2020-02-24 18:23:55.89+00 .. 2020-02-24 18:25:51.527+00}
355968,{2020-02-24 18:25:29.168+00 .. 2020-02-24 18:27:38.638+00}
356096,{2020-02-24 18:27:07.756+00 .. 2020-02-24 18:29:31.875+00}
356224,{2020-02-24 18:29:05.123+00 .. 2020-02-24 20:58:22.847+00}
356352,{2020-02-24 20:58:13.052+00 .. 2020-02-24 21:00:26.944+00}
356480,{2020-02-24 20:59:49.237+00 .. 2020-02-24 21:02:09.703+00}
356608,{2020-02-24 21:01:43.516+00 .. 2020-02-24 23:02:47.425+00}
356736,{2020-02-24 23:02:00.882+00 .. 2020-02-24 23:14:04.405+00}
356864,{2020-02-24 23:13:47.277+00 .. 2020-04-19 20:45:17.929+00}
356992,{2020-02-24 23:17:32.742+00 .. 2020-02-24 23:20:00.713+00}
357120,{2020-02-24 23:19:23.577+00 .. 2020-02-24 23:21:58.56+00}
357248,{2020-02-24 23:21:34.648+00 .. 2020-02-24 23:23:52.737+00}
357376,{2020-02-24 23:23:34.3+00 .. 2020-02-24 23:26:26.197+00}
357504,{2020-02-24 23:25:58.504+00 .. 2020-02-24 23:27:51.924+00}
357632,{2020-02-24 23:27:24.933+00 .. 2020-02-24 23:29:41.394+00}
357760,{2020-02-24 23:29:29.706+00 .. 2020-02-24 23:32:05.486+00}
357888,{2020-02-24 23:31:38.937+00 .. 2020-02-25 00:04:02.001+00}
358016,{2020-02-25 00:03:56.334+00 .. 2020-02-25 00:16:13.937+00}
358144,{2020-02-25 00:15:39.833+00 .. 2020-02-25 00:19:21.604+00}
358272,{2020-02-25 00:19:07.488+00 .. 2020-02-25 00:21:47.442+00}
358400,{2020-02-25 00:21:14.757+00 .. 2020-02-25 00:23:52.485+00}
358528,{2020-02-25 00:23:35.046+00 .. 2020-02-25 00:26:10.546+00}
358656,{2020-02-25 00:25:33.313+00 .. 2020-02-25 00:28:00.787+00}
358784,{2020-02-25 00:27:47.839+00 .. 2020-02-25 00:30:04.51+00}
358912,{2020-02-25 00:29:40.326+00 .. 2020-02-25 00:32:36.859+00}
359040,{2020-02-25 00:31:56.762+00 .. 2020-02-25 00:34:20.44+00}
359168,{2020-02-25 00:33:58.149+00 .. 2020-02-25 00:49:11.491+00}
359296,{2020-02-25 00:48:54.537+00 .. 2020-02-25 00:51:08.142+00}
359424,{2020-02-25 00:50:44.526+00 .. 2020-02-25 00:55:15.385+00}
359552,{2020-02-25 00:54:39.954+00 .. 2020-02-25 00:57:17.45+00}
359680,{2020-02-25 00:56:55.61+00 .. 2020-02-25 00:59:32.339+00}
359808,{2020-02-25 00:59:18.672+00 .. 2020-02-25 01:02:23.994+00}
359936,{2020-02-25 01:01:31.172+00 .. 2020-04-19 21:28:30.728+00}
360064,{2020-02-25 01:03:39.272+00 .. 2020-02-25 01:05:27.626+00}
360192,{2020-02-25 01:05:26.398+00 .. 2020-02-25 01:08:14.844+00}
360320,{2020-02-25 01:07:43.713+00 .. 2020-02-25 01:09:47.418+00}
360448,{2020-02-25 01:09:30.63+00 .. 2020-04-20 02:00:04.475+00}
360576,{2020-02-25 12:51:23.388+00 .. 2020-02-25 12:54:05.348+00}
360704,{2020-02-25 12:54:04.421+00 .. 2020-04-20 02:40:03.948+00}
360832,{2020-02-25 12:55:54.438+00 .. 2020-04-20 03:51:37.004+00}
360960,{2020-02-25 13:25:34.589+00 .. 2020-04-20 03:56:39.6+00}
361088,{2020-02-25 13:28:41.299+00 .. 2020-02-25 13:31:04.146+00}
361216,{2020-02-25 13:30:48.937+00 .. 2020-04-20 05:38:10.789+00}
361344,{2020-02-25 13:38:19.505+00 .. 2020-04-20 10:47:16.719+00}
361472,{2020-02-25 13:41:56.708+00 .. 2020-02-25 13:59:05.002+00}
361600,{2020-02-25 13:58:55.018+00 .. 2020-04-19 21:15:29.041+00}
361728,{2020-02-25 14:01:05.767+00 .. 2020-04-19 21:16:02.222+00}
361856,{2020-02-25 14:05:12.664+00 .. 2020-02-25 14:07:19.002+00}
361984,{2020-02-25 14:07:03.786+00 .. 2020-02-25 14:08:58.321+00}
362112,{2020-02-25 14:08:50.535+00 .. 2020-04-20 15:10:07.362+00}
362240,{2020-02-25 14:12:24.144+00 .. 2020-02-25 14:15:06.972+00}
362368,{2020-02-25 14:14:32.92+00 .. 2020-02-25 14:17:03.915+00}
362496,{2020-02-25 14:16:41.962+00 .. 2020-02-25 14:19:01.445+00}
362624,{2020-02-25 14:18:33.445+00 .. 2020-02-25 14:20:59.342+00}
362752,{2020-02-25 14:20:48.854+00 .. 2020-02-25 14:22:52.895+00}
362880,{2020-02-25 14:22:36.694+00 .. 2020-04-20 15:20:07.62+00}
363008,{2020-02-25 14:24:42.318+00 .. 2020-02-25 14:27:05.23+00}
363136,{2020-02-25 14:26:46.453+00 .. 2020-04-20 15:29:42.008+00}
363264,{2020-02-25 14:28:30.731+00 .. 2020-02-25 14:38:39.005+00}
363392,{2020-02-25 14:38:22.88+00 .. 2020-04-20 15:40:06.095+00}
363520,{2020-02-25 14:40:35.015+00 .. 2020-04-20 16:26:24.877+00}
363648,{2020-02-25 14:42:32.444+00 .. 2020-02-25 14:44:38.469+00}
363776,{2020-02-25 14:44:25.099+00 .. 2020-04-20 23:47:48.605+00}
363904,{2020-02-25 14:46:45.701+00 .. 2020-02-25 14:50:17.233+00}
364032,{2020-02-25 14:50:03.249+00 .. 2020-02-25 14:52:26.672+00}
364160,{2020-02-25 14:52:03.77+00 .. 2020-04-21 00:22:12.418+00}
364288,{2020-02-25 14:54:03.75+00 .. 2020-02-25 14:56:10.298+00}
364416,{2020-02-25 14:55:48.23+00 .. 2020-02-25 14:58:26.482+00}
364544,{2020-02-25 14:57:42.951+00 .. 2020-04-20 11:30:04.568+00}
364672,{2020-02-25 14:59:31.919+00 .. 2020-02-25 15:01:49.039+00}
364800,{2020-02-25 15:01:20.158+00 .. 2020-02-25 15:03:34.746+00}
364928,{2020-02-25 15:03:22.907+00 .. 2020-04-20 13:50:04.101+00}
365056,{2020-02-25 15:04:56.375+00 .. 2020-02-25 15:06:50.335+00}
365184,{2020-02-25 15:06:37.036+00 .. 2020-02-25 15:08:47.552+00}
365312,{2020-02-25 15:08:21.763+00 .. 2020-02-25 15:10:31.038+00}
365440,{2020-02-25 15:10:09.517+00 .. 2020-04-20 15:07:34.08+00}
365568,{2020-02-25 15:12:01.363+00 .. 2020-02-25 15:15:31.738+00}
365696,{2020-02-25 15:15:24.669+00 .. 2020-02-25 15:17:43.547+00}
